Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,23.84375,24.5,23.84375,24.3125,13.035659790039062,5055000
2000-01-04,24.3125,24.875,24.0,24.0,12.8681001663208,6181400
2000-01-05,24.0,25.09375,24.0,24.5625,13.169703483581543,6398600
2000-01-06,25.28125,26.125,25.28125,25.8125,13.839916229248047,5140600
2000-01-07,26.375,27.5625,26.375,26.65625,14.292312622070312,6360200
2000-01-10,26.65625,27.28125,25.75,25.78125,13.823158264160156,3682200
2000-01-11,25.78125,26.59375,25.375,25.375,13.60533618927002,3945600
2000-01-12,25.5625,26.15625,25.5625,25.8125,13.839916229248047,3401000
2000-01-13,26.03125,26.6875,26.03125,26.09375,13.990716934204102,3129400
2000-01-14,26.09375,26.4375,25.9375,25.96875,13.923686027526855,3044400
2000-01-18,25.875,25.875,24.9375,24.96875,13.471820831298828,4054200
2000-01-19,24.96875,25.34375,24.65625,24.65625,13.303210258483887,3424600
2000-01-20,24.65625,24.96875,23.53125,23.5625,12.713082313537598,4279200
2000-01-21,23.5625,23.96875,22.8125,23.6875,12.78051471710205,5000000
2000-01-24,23.625,23.625,22.53125,22.65625,12.224115371704102,5385600
2000-01-25,22.5,22.5,21.28125,21.8125,11.768877029418945,6084200
2000-01-26,21.8125,22.84375,21.6875,22.46875,12.122943878173828,4188200
2000-01-27,22.46875,22.78125,22.0,22.28125,12.021783828735352,3340800
2000-01-28,22.28125,22.59375,21.75,21.75,11.735153198242188,4851600
2000-01-31,21.75,21.96875,21.21875,21.21875,11.448518753051758,3677000
2000-02-01,21.375,22.03125,21.375,21.59375,11.650854110717773,2930200
2000-02-02,21.59375,22.375,21.4375,21.71875,11.718294143676758,2933600
2000-02-03,21.625,21.625,21.0625,21.15625,11.414794921875,4343400
2000-02-04,21.15625,21.40625,20.625,21.15625,11.414794921875,4122000
2000-02-07,20.90625,20.90625,20.375,20.625,11.128158569335938,4089800
2000-02-08,20.625,20.75,20.0,20.5,11.060715675354004,5848400
2000-02-09,20.5,20.59375,19.5625,19.5625,10.554891586303711,5934800
